Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1340,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1700,1800,1750,11 Jul 2025
1341,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1700,1800,1750,14 Jul 2025
1342,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1700,1800,1755,15 Jul 2025
1343,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1700,1800,1760,03 Jul 2025
1344,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1700,1800,1770,30 Jul 2025
1345,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1800,1900,1855,17 Jul 2025
1346,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1945,16 Jul 2025
1347,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1945,24 Jul 2025
1348,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1945,28 Jul 2025
1349,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1950,22 Jul 2025
1350,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1955,21 Jul 2025
1351,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1960,18 Jul 2025
1352,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1960,23 Jul 2025
1353,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1970,01 Jul 2025
1354,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1970,19 Jul 2025
1355,Mau(Maunathbhanjan),Doharighat,Onion,Red,FAQ,1900,2000,1975,26 Jul 2025
1356,Sonbhadra,Dudhi,Onion,Onion,FAQ,1000,1200,1100,06 Jul 2025
1357,Sonbhadra,Dudhi,Onion,Onion,FAQ,1000,1200,1100,08 Jul 2025
1358,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,02 Jul 2025
1359,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,04 Jul 2025
1360,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,13 Jul 2025
1361,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,16 Jul 2025
1362,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,18 Jul 2025
1363,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,20 Jul 2025
1364,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,24 Jul 2025
1365,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,26 Jul 2025
1366,Sonbhadra,Dudhi,Onion,Onion,FAQ,1100,1300,1200,28 Jul 2025
1367,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,01 Jul 2025
1368,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,03 Jul 2025
1369,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,05 Jul 2025
1370,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,07 Jul 2025
1371,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,10 Jul 2025
1372,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,12 Jul 2025
1373,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,14 Jul 2025
1374,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,17 Jul 2025
1375,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,19 Jul 2025
1376,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,21 Jul 2025
1377,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,23 Jul 2025
1378,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,25 Jul 2025
1379,Sonbhadra,Dudhi,Onion,Onion,FAQ,1200,1400,1300,27 Jul 2025
1380,Etah,Etah,Onion,Red,FAQ,1200,1500,1250,02 Jul 2025
1381,Etah,Etah,Onion,Red,FAQ,1200,1500,1265,01 Jul 2025
1382,Etah,Etah,Onion,Red,FAQ,1200,1500,1270,03 Jul 2025
1383,Etah,Etah,Onion,Red,FAQ,1200,1500,1300,22 Jul 2025
1384,Etah,Etah,Onion,Red,FAQ,1200,1500,1350,20 Jul 2025
1385,Etah,Etah,Onion,Red,FAQ,1200,1500,1350,23 Jul 2025
1386,Etah,Etah,Onion,Red,FAQ,1200,1500,1350,25 Jul 2025
1387,Etah,Etah,Onion,Red,FAQ,1200,1500,1350,26 Jul 2025
1388,Etah,Etah,Onion,Red,FAQ,1200,1500,1360,21 Jul 2025
1389,Etah,Etah,Onion,Red,FAQ,1200,1500,1370,24 Jul 2025
1390,Etah,Etah,Onion,Red,FAQ,1200,1500,1370,27 Jul 2025
1391,Etah,Etah,Onion,Red,FAQ,1200,1500,1385,17 Jul 2025
1392,Etah,Etah,Onion,Red,FAQ,1200,1500,1385,28 Jul 2025
1393,Etah,Etah,Onion,Red,FAQ,1200,1500,1385,30 Jul 2025
1394,Etah,Etah,Onion,Red,FAQ,1200,1500,1390,15 Jul 2025
1395,Etah,Etah,Onion,Red,FAQ,1200,1500,1390,16 Jul 2025
1396,Etah,Etah,Onion,Red,FAQ,1200,1500,1390,19 Jul 2025
1397,Etah,Etah,Onion,Red,FAQ,1200,1500,1400,08 Jul 2025
1398,Etah,Etah,Onion,Red,FAQ,1200,1500,1400,09 Jul 2025
1399,Etah,Etah,Onion,Red,FAQ,1200,1500,1400,12 Jul 2025
1400,Etah,Etah,Onion,Red,FAQ,1200,1500,1400,14 Jul 2025
1401,Etah,Etah,Onion,Red,FAQ,1200,1500,1400,18 Jul 2025
1402,Etah,Etah,Onion,Red,FAQ,1200,1500,1400,29 Jul 2025
1403,Etah,Etah,Onion,Red,FAQ,1200,1500,1415,07 Jul 2025
1404,Etah,Etah,Onion,Red,FAQ,1200,1500,1415,10 Jul 2025
1405,Etah,Etah,Onion,Red,FAQ,1200,1500,1420,11 Jul 2025
1406,Etah,Etah,Onion,Red,FAQ,1200,1500,1425,13 Jul 2025
1407,Etah,Etah,Onion,Red,FAQ,1250,1500,1350,04 Jul 2025
1408,Etah,Etah,Onion,Red,FAQ,1250,1500,1400,05 Jul 2025
1409,Etah,Etah,Onion,Red,FAQ,1250,1500,1400,06 Jul 2025
1410,Etawah,Etawah,Onion,Red,FAQ,1100,1400,1300,14 Jul 2025
1411,Etawah,Etawah,Onion,Red,FAQ,1100,1400,1300,30 Jul 2025
1412,Etawah,Etawah,Onion,Red,FAQ,1100,1440,1350,21 Jul 2025
1413,Etawah,Etawah,Onion,Red,FAQ,1100,1450,1300,15 Jul 2025
1414,Etawah,Etawah,Onion,Red,FAQ,1100,1450,1380,13 Jul 2025
1415,Etawah,Etawah,Onion,Red,FAQ,1150,1450,1350,22 Jul 2025
1416,Etawah,Etawah,Onion,Red,FAQ,1150,1450,1385,12 Jul 2025
1417,Etawah,Etawah,Onion,Red,FAQ,1150,1450,1385,23 Jul 2025
1418,Etawah,Etawah,Onion,Red,FAQ,1150,1500,1400,06 Jul 2025
1419,Etawah,Etawah,Onion,Red,FAQ,1200,1500,1400,04 Jul 2025
1420,Etawah,Etawah,Onion,Red,FAQ,1200,1500,1400,05 Jul 2025
1421,Etawah,Etawah,Onion,Red,FAQ,1200,1500,1400,20 Jul 2025
1422,Etawah,Etawah,Onion,Red,FAQ,1200,1500,1400,29 Jul 2025
1423,Etawah,Etawah,Onion,Red,FAQ,1200,1550,1450,28 Jul 2025
1424,Etawah,Etawah,Onion,Red,FAQ,1200,1600,1400,01 Jul 2025
1425,Etawah,Etawah,Onion,Red,FAQ,1200,1600,1525,10 Jul 2025
1426,Etawah,Etawah,Onion,Red,FAQ,1250,1550,1440,16 Jul 2025
1427,Etawah,Etawah,Onion,Red,FAQ,1250,1550,1450,02 Jul 2025
1428,Etawah,Etawah,Onion,Red,FAQ,1250,1550,1450,07 Jul 2025
1429,Etawah,Etawah,Onion,Red,FAQ,1250,1600,1500,25 Jul 2025
1430,Etawah,Etawah,Onion,Red,FAQ,1250,1650,1500,11 Jul 2025
1431,Etawah,Etawah,Onion,Red,FAQ,1300,1500,1450,26 Jul 2025
1432,Etawah,Etawah,Onion,Red,FAQ,1300,1550,1500,19 Jul 2025
1433,Etawah,Etawah,Onion,Red,FAQ,1300,1560,1485,18 Jul 2025
1434,Etawah,Etawah,Onion,Red,FAQ,1300,1580,1460,24 Jul 2025
1435,Etawah,Etawah,Onion,Red,FAQ,1300,1600,1500,08 Jul 2025
1436,Etawah,Etawah,Onion,Red,FAQ,1300,1600,1500,09 Jul 2025
1437,Etawah,Etawah,Onion,Red,FAQ,1300,1600,1500,27 Jul 2025
1438,Etawah,Etawah,Onion,Red,FAQ,1300,1650,1500,03 Jul 2025
1439,Etawah,Etawah,Onion,Red,FAQ,1300,1650,1500,17 Jul 2025
1440,Ayodhya,Faizabad,Onion,Red,FAQ,1180,1290,1225,06 Jul 2025
1441,Ayodhya,Faizabad,Onion,Red,FAQ,1230,1320,1290,01 Jul 2025
1442,Ayodhya,Faizabad,Onion,Red,FAQ,1240,1350,1300,02 Jul 2025
1443,Ayodhya,Faizabad,Onion,Red,FAQ,1240,1350,1300,04 Jul 2025
1444,Ayodhya,Faizabad,Onion,Red,FAQ,1260,1370,1310,03 Jul 2025
1445,Ayodhya,Faizabad,Onion,Red,FAQ,1270,1400,1330,09 Jul 2025
1446,Ayodhya,Faizabad,Onion,Red,FAQ,1280,1370,1320,05 Jul 2025
1447,Ayodhya,Faizabad,Onion,Red,FAQ,1290,1400,1340,08 Jul 2025
1448,Ayodhya,Faizabad,Onion,Red,FAQ,1300,1410,1350,07 Jul 2025
1449,Ayodhya,Faizabad,Onion,Red,FAQ,1300,1420,1350,11 Jul 2025
1450,Ayodhya,Faizabad,Onion,Red,FAQ,1320,1460,1350,10 Jul 2025
1451,Ayodhya,Faizabad,Onion,Red,FAQ,1340,1460,1400,12 Jul 2025
1452,Ayodhya,Faizabad,Onion,Red,FAQ,1340,1460,1400,18 Jul 2025
1453,Ayodhya,Faizabad,Onion,Red,FAQ,1340,1475,1425,27 Jul 2025
1454,Ayodhya,Faizabad,Onion,Red,FAQ,1340,1480,1410,20 Jul 2025
1455,Ayodhya,Faizabad,Onion,Red,FAQ,1350,1500,1430,26 Jul 2025
1456,Ayodhya,Faizabad,Onion,Red,FAQ,1360,1470,1400,14 Jul 2025
1457,Ayodhya,Faizabad,Onion,Red,FAQ,1360,1490,1420,17 Jul 2025
1458,Ayodhya,Faizabad,Onion,Red,FAQ,1370,1460,1410,13 Jul 2025
1459,Ayodhya,Faizabad,Onion,Red,FAQ,1370,1500,1420,22 Jul 2025
1460,Ayodhya,Faizabad,Onion,Red,FAQ,1370,1500,1425,21 Jul 2025
1461,Ayodhya,Faizabad,Onion,Red,FAQ,1380,1500,1425,16 Jul 2025
1462,Ayodhya,Faizabad,Onion,Red,FAQ,1380,1500,1450,25 Jul 2025
1463,Ayodhya,Faizabad,Onion,Red,FAQ,1390,1500,1420,15 Jul 2025
1464,Ayodhya,Faizabad,Onion,Red,FAQ,1390,1500,1450,29 Jul 2025
1465,Ayodhya,Faizabad,Onion,Red,FAQ,1400,1500,1440,19 Jul 2025
1466,Ayodhya,Faizabad,Onion,Red,FAQ,1400,1500,1440,28 Jul 2025
1467,Ayodhya,Faizabad,Onion,Red,FAQ,1400,1500,1460,24 Jul 2025
1468,Ayodhya,Faizabad,Onion,Red,FAQ,1400,1500,1470,30 Jul 2025
1469,Ayodhya,Faizabad,Onion,Red,FAQ,1410,1500,1450,23 Jul 2025
1470,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1300,19 Jul 2025
1471,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1300,20 Jul 2025
1472,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1300,24 Jul 2025
1473,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1300,27 Jul 2025
1474,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1325,22 Jul 2025
1475,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1325,25 Jul 2025
1476,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1400,1325,26 Jul 2025
1477,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1425,1300,01 Jul 2025
1478,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1425,1300,21 Jul 2025
1479,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1425,1325,17 Jul 2025
1480,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1425,1325,28 Jul 2025
1481,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1425,1325,29 Jul 2025
1482,Farukhabad,Farukhabad,Onion,Red,FAQ,1200,1450,1325,23 Jul 2025
1483,Farukhabad,Farukhabad,Onion,Red,FAQ,1250,1400,1350,16 Jul 2025
1484,Farukhabad,Farukhabad,Onion,Red,FAQ,1250,1425,1350,30 Jul 2025
1485,Farukhabad,Farukhabad,Onion,Red,FAQ,1275,1450,1325,18 Jul 2025
1486,Farukhabad,Farukhabad,Onion,Red,FAQ,1300,1500,1400,14 Jul 2025
1487,Farukhabad,Farukhabad,Onion,Red,FAQ,1300,1500,1425,13 Jul 2025
1488,Farukhabad,Farukhabad,Onion,Red,FAQ,1300,1550,1425,15 Jul 2025
1489,Farukhabad,Farukhabad,Onion,Red,FAQ,1300,1550,1450,12 Jul 2025
1490,Farukhabad,Farukhabad,Onion,Red,FAQ,1325,1550,1450,05 Jul 2025
1491,Farukhabad,Farukhabad,Onion,Red,FAQ,1350,1550,1480,10 Jul 2025
1492,Farukhabad,Farukhabad,Onion,Red,FAQ,1350,1600,1475,04 Jul 2025
1493,Farukhabad,Farukhabad,Onion,Red,FAQ,1400,1600,1500,02 Jul 2025
1494,Farukhabad,Farukhabad,Onion,Red,FAQ,1400,1600,1500,08 Jul 2025
1495,Farukhabad,Farukhabad,Onion,Red,FAQ,1400,1600,1500,09 Jul 2025
1496,Farukhabad,Farukhabad,Onion,Red,FAQ,1400,1600,1500,11 Jul 2025
1497,Farukhabad,Farukhabad,Onion,Red,FAQ,1400,1600,1550,07 Jul 2025
1498,Farukhabad,Farukhabad,Onion,Red,FAQ,1400,1625,1500,03 Jul 2025
1499,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1200,18 Jul 2025
1500,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1200,19 Jul 2025
1501,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1200,20 Jul 2025
1502,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1200,24 Jul 2025
1503,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1200,25 Jul 2025
1504,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1200,30 Jul 2025
1505,Agra,Fatehabad,Onion,Red,FAQ,1000,1400,1400,26 Jul 2025
1506,Agra,Fatehabad,Onion,Red,FAQ,1000,1500,1200,21 Jul 2025
1507,Agra,Fatehabad,Onion,Red,FAQ,1200,1500,1400,23 Jul 2025
1508,Agra,Fatehabad,Onion,Red,FAQ,1200,1500,1400,28 Jul 2025
1509,Agra,Fatehabad,Onion,Red,FAQ,1200,1500,1450,22 Jul 2025
1510,Agra,Fatehabad,Onion,Red,FAQ,1200,1700,1500,15 Jul 2025
1511,Agra,Fatehabad,Onion,Red,FAQ,1200,1800,1500,16 Jul 2025
1512,Agra,Fatehabad,Onion,Red,FAQ,1400,1600,1500,09 Jul 2025
1513,Agra,Fatehabad,Onion,Red,FAQ,1400,1600,1500,11 Jul 2025
1514,Agra,Fatehabad,Onion,Red,FAQ,1400,1600,1600,17 Jul 2025
1515,Agra,Fatehabad,Onion,Red,FAQ,1400,1700,1600,03 Jul 2025
1516,Agra,Fatehabad,Onion,Red,FAQ,1600,1800,1800,05 Jul 2025
1517,Agra,Fatehabad,Onion,Red,FAQ,1800,2000,1850,10 Jul 2025
1518,Fatehpur,Fatehpur,Onion,Red,FAQ,1100,1300,1205,01 Jul 2025
1519,Fatehpur,Fatehpur,Onion,Red,FAQ,1150,1360,1260,03 Jul 2025
1520,Fatehpur,Fatehpur,Onion,Red,FAQ,1150,1360,1265,04 Jul 2025
1521,Fatehpur,Fatehpur,Onion,Red,FAQ,1170,1370,1280,05 Jul 2025
1522,Fatehpur,Fatehpur,Onion,Red,FAQ,1200,1320,1265,02 Jul 2025
1523,Fatehpur,Fatehpur,Onion,Red,FAQ,1200,1400,1300,06 Jul 2025
1524,Fatehpur,Fatehpur,Onion,Red,FAQ,1200,1400,1310,07 Jul 2025
1525,Fatehpur,Fatehpur,Onion,Red,FAQ,1200,1450,1340,27 Jul 2025
1526,Fatehpur,Fatehpur,Onion,Red,FAQ,1200,1450,1345,28 Jul 2025
1527,Fatehpur,Fatehpur,Onion,Red,FAQ,1220,1450,1350,29 Jul 2025
1528,Fatehpur,Fatehpur,Onion,Red,FAQ,1250,1430,1335,08 Jul 2025
1529,Fatehpur,Fatehpur,Onion,Red,FAQ,1250,1450,1360,09 Jul 2025
1530,Fatehpur,Fatehpur,Onion,Red,FAQ,1270,1470,1380,23 Jul 2025
1531,Fatehpur,Fatehpur,Onion,Red,FAQ,1270,1480,1385,24 Jul 2025
1532,Fatehpur,Fatehpur,Onion,Red,FAQ,1280,1450,1370,25 Jul 2025
1533,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1400,1350,26 Jul 2025
1534,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1450,1380,30 Jul 2025
1535,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1450,1385,10 Jul 2025
1536,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1460,1385,22 Jul 2025
1537,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1500,1400,11 Jul 2025
1538,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1500,1400,21 Jul 2025
1539,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1500,1410,12 Jul 2025
1540,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1500,1410,20 Jul 2025
1541,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1500,1415,13 Jul 2025
1542,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1500,1420,19 Jul 2025
1543,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1520,1430,15 Jul 2025
1544,Fatehpur,Fatehpur,Onion,Red,FAQ,1300,1520,1430,18 Jul 2025
1545,Fatehpur,Fatehpur,Onion,Red,FAQ,1320,1540,1450,16 Jul 2025
1546,Fatehpur,Fatehpur,Onion,Red,FAQ,1330,1550,1445,17 Jul 2025
1547,Fatehpur,Fatehpur,Onion,Red,FAQ,1350,1500,1425,14 Jul 2025
1548,Agra,Fatehpur Sikri,Onion,Red,FAQ,1200,1400,1310,20 Jul 2025
1549,Agra,Fatehpur Sikri,Onion,Red,FAQ,1250,1450,1340,18 Jul 2025
1550,Agra,Fatehpur Sikri,Onion,Red,FAQ,1250,1450,1340,19 Jul 2025
1551,Agra,Fatehpur Sikri,Onion,Red,FAQ,1280,1440,1365,27 Jul 2025
1552,Agra,Fatehpur Sikri,Onion,Red,FAQ,1300,1450,1390,26 Jul 2025
1553,Agra,Fatehpur Sikri,Onion,Red,FAQ,1300,1500,1380,14 Jul 2025
1554,Agra,Fatehpur Sikri,Onion,Red,FAQ,1300,1500,1380,29 Jul 2025
1555,Agra,Fatehpur Sikri,Onion,Red,FAQ,1300,1500,1390,28 Jul 2025
1556,Agra,Fatehpur Sikri,Onion,Red,FAQ,1300,1500,1400,04 Jul 2025
1557,Firozabad,Firozabad,Onion,Red,FAQ,1200,1425,1300,19 Jul 2025
1558,Firozabad,Firozabad,Onion,Red,FAQ,1200,1440,1320,22 Jul 2025
1559,Firozabad,Firozabad,Onion,Red,FAQ,1210,1440,1315,20 Jul 2025
1560,Firozabad,Firozabad,Onion,Red,FAQ,1210,1450,1330,23 Jul 2025
1561,Firozabad,Firozabad,Onion,Red,FAQ,1220,1450,1330,01 Jul 2025
1562,Firozabad,Firozabad,Onion,Red,FAQ,1220,1450,1340,24 Jul 2025
1563,Firozabad,Firozabad,Onion,Red,FAQ,1220,1450,1350,26 Jul 2025
1564,Firozabad,Firozabad,Onion,Red,FAQ,1225,1470,1360,02 Jul 2025
1565,Firozabad,Firozabad,Onion,Red,FAQ,1240,1470,1360,28 Jul 2025
1566,Firozabad,Firozabad,Onion,Red,FAQ,1240,1475,1360,04 Jul 2025
1567,Firozabad,Firozabad,Onion,Red,FAQ,1240,1475,1385,10 Jul 2025
1568,Firozabad,Firozabad,Onion,Red,FAQ,1240,1480,1385,17 Jul 2025
1569,Firozabad,Firozabad,Onion,Red,FAQ,1240,1520,1375,16 Jul 2025
1570,Firozabad,Firozabad,Onion,Red,FAQ,1250,1460,1370,27 Jul 2025
1571,Firozabad,Firozabad,Onion,Red,FAQ,1250,1460,1370,30 Jul 2025
1572,Firozabad,Firozabad,Onion,Red,FAQ,1250,1470,1365,25 Jul 2025
1573,Firozabad,Firozabad,Onion,Red,FAQ,1250,1480,1375,29 Jul 2025
1574,Firozabad,Firozabad,Onion,Red,FAQ,1250,1490,1370,05 Jul 2025
1575,Firozabad,Firozabad,Onion,Red,FAQ,1250,1490,1375,18 Jul 2025
1576,Firozabad,Firozabad,Onion,Red,FAQ,1250,1525,1380,15 Jul 2025
1577,Firozabad,Firozabad,Onion,Red,FAQ,1250,1530,1380,13 Jul 2025
1578,Firozabad,Firozabad,Onion,Red,FAQ,1250,1565,1385,08 Jul 2025
1579,Firozabad,Firozabad,Onion,Red,FAQ,1260,1490,1390,09 Jul 2025
1580,Firozabad,Firozabad,Onion,Red,FAQ,1260,1510,1380,03 Jul 2025
1581,Firozabad,Firozabad,Onion,Red,FAQ,1260,1535,1385,14 Jul 2025
1582,Firozabad,Firozabad,Onion,Red,FAQ,1265,1500,1390,07 Jul 2025
1583,Firozabad,Firozabad,Onion,Red,FAQ,1270,1510,1395,06 Jul 2025
1584,Firozabad,Firozabad,Onion,Red,FAQ,1280,1470,1390,12 Jul 2025
1585,Firozabad,Firozabad,Onion,Red,FAQ,1310,1485,1400,11 Jul 2025
1586,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,01 Jul 2025
1587,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,03 Jul 2025
1588,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,04 Jul 2025
1589,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,05 Jul 2025
1590,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,06 Jul 2025
1591,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,07 Jul 2025
1592,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,08 Jul 2025
1593,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,09 Jul 2025
1594,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,10 Jul 2025
1595,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,11 Jul 2025
1596,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,12 Jul 2025
1597,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,13 Jul 2025
1598,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,14 Jul 2025
1599,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,15 Jul 2025
1600,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,16 Jul 2025
1601,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,17 Jul 2025
1602,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,18 Jul 2025
1603,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,23 Jul 2025
1604,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,24 Jul 2025
1605,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,25 Jul 2025
1606,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,26 Jul 2025
1607,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,28 Jul 2025
1608,Maharajganj,Gadaura,Onion,Red,FAQ,1200,1400,1300,29 Jul 2025
1609,Maharajganj,Gadaura,Onion,Red,FAQ,1300,1500,1400,19 Jul 2025
1610,Maharajganj,Gadaura,Onion,Red,FAQ,1300,1500,1400,30 Jul 2025
1611,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,02 Jul 2025
1612,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,03 Jul 2025
1613,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,04 Jul 2025
1614,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,08 Jul 2025
1615,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,11 Jul 2025
1616,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,24 Jul 2025
1617,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1200,1100,26 Jul 2025
1618,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1300,1200,05 Jul 2025
1619,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1300,1200,09 Jul 2025
1620,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1300,1200,10 Jul 2025
1621,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1300,1200,14 Jul 2025
1622,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1300,1200,19 Jul 2025
1623,Saharanpur,Gangoh,Onion,Red,FAQ,1000,1300,1200,28 Jul 2025
1624,Saharanpur,Gangoh,Onion,Red,FAQ,1100,1300,1200,21 Jul 2025
1625,Saharanpur,Gangoh,Onion,Red,FAQ,1100,1300,1230,20 Jul 2025
1626,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1300,1250,07 Jul 2025
1627,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1300,1250,13 Jul 2025
1628,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1300,1250,22 Jul 2025
1629,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1300,1280,12 Jul 2025
1630,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1400,1300,16 Jul 2025
1631,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1400,1300,17 Jul 2025
1632,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1400,1300,23 Jul 2025
1633,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1400,1300,25 Jul 2025
1634,Saharanpur,Gangoh,Onion,Red,FAQ,1200,1500,1300,18 Jul 2025
1635,Ghazipur,Gazipur,Onion,Red,FAQ,1300,1450,1380,24 Jul 2025
1636,Ghazipur,Gazipur,Onion,Red,FAQ,1330,1390,1360,28 Jul 2025
1637,Ghazipur,Gazipur,Onion,Red,FAQ,1340,1400,1370,17 Jul 2025
1638,Ghazipur,Gazipur,Onion,Red,FAQ,1340,1400,1370,19 Jul 2025
1639,Ghazipur,Gazipur,Onion,Red,FAQ,1340,1400,1375,18 Jul 2025
1640,Ghazipur,Gazipur,Onion,Red,FAQ,1340,1500,1410,16 Jul 2025
1641,Ghazipur,Gazipur,Onion,Red,FAQ,1350,1400,1380,21 Jul 2025
1642,Ghazipur,Gazipur,Onion,Red,FAQ,1350,1400,1380,29 Jul 2025
1643,Ghazipur,Gazipur,Onion,Red,FAQ,1350,1500,1410,14 Jul 2025
